품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,사업자번호,품목영문명,보험코드,표준코드
201601284,프레틴캡슐75밀리그램(프레가발린),19550001,이연제약(주),흰색또는연한노란색을띄는흰색의분말이든상부적갈색|하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150245526032300126,RYPRE,-,장방형,갈색,하양,-,-,12.25,3.6,3.6,20170808,1190,기타의중추신경용약,전문의약품,20160303,경질캡슐제|산제,-,-,-,-,-,-,20250408,3018505394,PretinCap.75mg,658603440,8806586034406|8806586034413|8806586034420|8806586034437
201600856,프레틴캡슐150밀리그램(프레가발린),19550001,이연제약(주),흰색또는연한노란색을띄는흰색의분말이든상하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150245526032300132,RYPRT,-,장방형,하양,하양,-,-,15.6,4.1,4.1,20170808,1190,기타의중추신경용약,전문의약품,20160215,경질캡슐제|산제,-,-,-,-,-,-,20250408,3018505394,PretinCap.150mg,658603430,8806586034307|8806586034314|8806586034321|8806586034338
201603590,타미르캡슐30mg(오셀타미비르인산염),19570010,삼천당제약(주),흰색또는연한노란색의가루가든상하부연한노란색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150245526032300138,SCD30mg,-,장방형,노랑,노랑,-,-,14.16,4.94,5.25,20170808,6290,기타의화학요법제,전문의약품,20160620,경질캡슐제|산제,-,-,-,-,-,-,20240903,1248104295,TamirCap.30mg(OseltamivirPhosphate),-,8806512049504|8806512049511
201603591,타미르캡슐45mg(오셀타미비르인산염),19570010,삼천당제약(주),흰색또는연한노란색의가루가든상하부연한회색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150245526032300144,SCD45mg,-,장방형,회색,회색,-,-,14.21,4.95,4.82,20170808,6290,기타의화학요법제,전문의약품,20160620,경질캡슐제|산제,-,-,-,-,-,-,20240903,1248104295,TamirCap.45mg(OseltamivirPhosphate),-,8806512049603|8806512049610
201603589,타미르캡슐75mg(오셀타미비르인산염),19570010,삼천당제약(주),흰색또는연한노란색의가루가든상부연한노란색|하부연한회색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150245526032300150,SCD75mg,-,장방형,노랑,회색,-,-,17.74,5.94,6.25,20170808,6290,기타의화학요법제,전문의약품,20160620,경질캡슐제|산제,-,-,-,-,-,-,20240903,1248104295,TamirCap.75mg(OseltamivirPhosphate),651204940,8806512049405|8806512049412
201701474,유로가바캡슐75밀리그램(프레가발린),19550003,(주)유유제약,흰색분말이든상부농갈색|하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127500012,YYPGN75,-,장방형,갈색,하양,-,-,13.95,4.78,5.11,20170808,1190,기타의중추신경용약,전문의약품,20170328,경질캡슐제|산제,-,-,-,-,-,-,20251014,1238101790,yurogabacap.75mg(pregabalin),644502360,8806445023602|8806445023619|8806445023626
201701473,유로가바캡슐150밀리그램(프레가발린),19550003,(주)유유제약,흰색분말이든상하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150471247127500018,YYPGN150,-,장방형,하양,하양,-,-,17.52,5.84,6.12,20170808,1190,기타의중추신경용약,전문의약품,20170328,경질캡슐제|산제,-,-,-,-,-,-,20251014,1238101790,yurogabacap.150mg(pregabalin),644502370,8806445023701|8806445023718|8806445023725
201702166,이나졸정100밀리그램(이트라코나졸고체분산체),19700002,진양제약(주),흰색또는연한노란색을띤원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150825481273400138,INZ,JY,원형,하양,-,-,-,11.13,11.13,5.67,20171016,6290,기타의화학요법제,전문의약품,20170427,필름코팅정,-,-,-,-,-,-,20260309,2148110673,InazoleTab.100mg,650303650,8806503036506|8806503036513|8806503036520
201706370,경방삼소음정(단미엑스혼합제),19990029,경방신약(주),갈색의장방형코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150852483214400135,KB,31,장방형,회색,-,-,-,14.2,8.1,6.2,20171016,2290,기타의호흡기관용약,일반의약품,20170731,필름코팅정,-,-,-,-,-,-,20220110,1318151063,KYUNGBANGSamsoeumTab.(MixExtractPowder),-,8806613048000|8806613048017|8806613048024
201704764,이노코정,19570019,한국신텍스제약(주),흰색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CUDp,NY1,-,타원형,하양,-,-,-,15.24,8.96,6.91,20171016,1140,해열.진통.소염제,일반의약품,20170626,필름코팅정,-,-,-,-,-,-,-,6138163381,InocoTab.,-,8806230048605|8806230048612|8806230048629
201706845,밀타정7.5밀리그램(미르타자핀),19690005,명인제약(주),파란색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151646291293200025,MT,M분할선I,타원형,파랑,-,-,-,7.5,5,2.5,20171016,1170,정신신경용제,전문의약품,20170828,필름코팅정,-,-,-,-,-,-,20230327,1248118673,MirtaTab.7.5mg,651904580,8806519045806|8806519045813|8806519045820|8806519045837
201706804,위클린정,19540005,삼성제약(주),장방형의장용피를한연녹색의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150852483214500007,SS,CLT,타원형,연두,-,-,-,14.2,8.37,6.12,20171016,2330,건위소화제,일반의약품,20170824,필름코팅정,-,-,-,-,-,-,20201214,2078100726,WicleanTab.,-,8806423069707|8806423069714
201401816,에페렉스정(에페리손염산염),19910001,한국유나이티드제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151672211034800184,UTE,-,원형,하양,-,-,-,7.19,7.19,4.13,20171016,1220,골격근이완제,전문의약품,20140415,필름코팅정,-,-,-,-,-,-,20210922,3078105244,EperexTab.,644308740,8806443087408|8806443087415|8806443087422|8806443087439
201706680,하이살탄정16밀리그램(칸데사르탄실렉세틸),19620007,알리코제약(주),양면이볼록한원형의연한노란분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151031535074400132,ΛL,H분할선16,원형,분홍,-,-,-,7.1,7.1,3.3,20171102,2140,혈압강하제,전문의약품,20170821,나정,-,-,-,-,-,-,20260212,1348115033,Highsartantablet16mg,656004710,8806560047101|8806560047118|8806560047125
201706678,킥노즈에프연질캡슐,20170081,코스맥스파마(주),미황색의투명한액이든녹색의투명한장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1ytU,KNF,-,타원형,초록|투명,-,-,-,19.82,8.63,8.63,20171102,1140,해열.진통.소염제,일반의약품,20170821,연질캡슐제|액상,-,-,-,-,-,-,20251110,1348660547,KicknoseFSoftcapsule,-,8800540004702|8800540004719|8800551019900|8800551019917
201603998,뉴몬테카트츄정4밀리그램(몬테루카스트나트륨),20162134,안국뉴팜(주),분홍색의타원형씹어먹는정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn23yy,AN,MT4,타원형,분홍,-,-,-,11,7.9,3.8,20180730,1490,기타의알레르기용약,전문의약품,20160627,추어블정(저작정),-,-,-,-,-,-,20211026,4938700407,NewMontekatChewableTab.4mg,-,8800536002002|8800536002019
201603996,뉴몬테카트츄정5밀리그램(몬테루카스트나트륨),20162134,안국뉴팜(주),원형의분홍색의씹어먹는정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn23zY,AN,MT5,원형,분홍,-,-,-,9.6,9.6,3.8,20180730,1490,기타의알레르기용약,전문의약품,20160627,추어블정(저작정),-,-,-,-,-,-,20211026,4938700407,NewMontekatChewableTab.5mg,-,8800536002101|8800536002118
201801423,레가리버350연질캡슐(밀크시슬열매건조엑스),19630001,부광약품(주),황갈색의유상내용물을함유한암적색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PJOectnJV3,LEGA350,-,타원형,갈색,-,-,-,20.1,9.1,9.1,20180730,3910,간장질환용제,일반의약품,20180330,연질캡슐제|현탁상,-,-,-,-,-,-,20241113,1188100450,Legaliver350SoftCap.,-,8800521001409|8800521001416|8806422044903|8806422044910
201502665,하이로텐정5/100밀리그램(암로디핀|로사르탄칼륨),19560008,(주)메디카코리아,연분홍색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331087001600071,MK,HR2,타원형,분홍,-,-,-,15.1,7.7,5.5,20180730,2140,혈압강하제,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20260212,1208165228,HilotenTab.5/100mg,-,8806460039503|8806460039510|8806460039527
201502666,하이로텐정10/50밀리그램(암로디핀|로사르탄칼륨),19560008,(주)메디카코리아,진분홍색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331087001600077,MK,HR3,타원형,분홍,-,-,-,13.8,6.8,4.5,20180730,2140,혈압강하제,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20260212,1208165228,HilotenTab.10/50mg,646004000,8806460040004|8806460040011|8806460040028
201502664,하이로텐정5/50밀리그램(암로디핀|로사르탄칼륨),19560008,(주)메디카코리아,흰색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331090191700002,MK,HR1,타원형,하양,-,-,-,12.3,6.7,4.8,20180730,2140,혈압강하제,전문의약품,20150430,필름코팅정,-,-,-,-,-,-,20260212,1208165228,HilotenTab.5/50mg,646003990,8806460039909|8806460039916|8806460039923
201708442,파비플루캡슐75mg(오셀타미비르인산염),19600014,(주)한국파비스제약,흰색또는미황색가루가든상부미황색|하부회색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331090191700008,PK75mg,-,장방형,노랑,회색,-,-,17.7,5.6,6.1,20180730,6290,기타의화학요법제,전문의약품,20171220,경질캡슐제|산제,-,-,-,-,-,-,20240903,2838501407,PharviFluCapsule75mg,-,8806218031100|8806218031117
201801717,삼성쿠에티아핀정25밀리그램(쿠에티아핀푸마르산염),19540005,삼성제약(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153331090191700038,SS,25,원형,분홍,-,-,-,5.3,5.3,2.6,20180730,1170,정신신경용제,전문의약품,20180423,필름코팅정,-,-,-,-,-,-,20250212,2078100726,SamsungQuetiapineTab.25mg,642307030,8806423070307|8806423070314|8806423070321
200600534,네오코날정150밀리그람(플루코나졸),19650004,(주)태준제약,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CV1Z,TAEJOON분할선150,-,원형,하양,-,-,-,10,10,3.6,20180730,6290,기타의화학요법제,전문의약품,20060109,나정,-,-,-,-,-,-,-,1068118826,NeoconalTab.150mg,-,8806501000608|8806501000615
201701753,코자살탄플러스정,19620007,알리코제약(주),황색의타원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600019,ALP,50,타원형,노랑,-,-,-,11.4,6.17,4.3,20170626,2140,혈압강하제,전문의약품,20170410,필름코팅정,-,-,-,-,-,-,20260219,1348115033,CozasartanPlustab,656004500,8806560045008|8806560045015|8806560045022
201603465,글리커버연질캡슐(콜린알포세레이트),19560016,제이더블유신약(주),무색투명의액을넣은담황색의타원형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149862120309900008,GCSC,-,타원형,갈색,-,-,-,14.8,8.85,8.67,20170626,1190,기타의중추신경용약,전문의약품,20160615,연질캡슐제|액상,-,-,-,-,-,-,20210728,3128102332,GLICOVERSoftCap.(CholineAlfoscerate),644103050,8806441030505|8806441030512
201701406,클라본정625mg,19640018,구주제약(주),이약은흰색이거나거의흰색타원형의필름코팅정제이다.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149862120309900014,G62,-,타원형,하양,-,-,-,20.2,9.7,6.4,20170626,6180,주로그람양성|음성균에작용하는것,전문의약품,20170323,필름코팅정,-,-,-,-,-,-,20251017,1248136268,ClavonTab.625mg,-,8806698048704|8806698048711
201603986,뉴트라정,20162134,안국뉴팜(주),연한황색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1y78,AN,S분할선F,장방형,노랑,-,-,-,15.5,6.4,5.6,20170627,1140,해열.진통.소염제,전문의약품,20160627,필름코팅정,-,-,-,-,-,-,20260219,4938700407,NewtraTab.,53600230,8800536002309|8800536002316|8800536002323|8800536002330
201502609,솔베신정10밀리그램(솔리페나신숙신산염),19620002,동국제약(주),연한분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24hs,ST1,마크,원형,분홍,-,-,-,7.64,7.64,3.79,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20150430,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20200831,3018508241,SolbecinTablet10mg(SolifenacinSuccinate),653403200,8806534032003|8806534032010|8806534032027|8806534032034|8806534032041
201502608,솔베신정5밀리그램(솔리페나신숙신산염),19620002,동국제약(주),밝은노란색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24iS,ST5,마크,원형,노랑,-,-,-,7.64,7.64,3.79,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20150430,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20200831,3018508241,SolbecinTablet5mg(SolifenacinSuccinate),653403210,8806534032102|8806534032119|8806534032126|8806534032133|8806534032140
201600828,탐스민서방정(탐스로신염산염),19850002,(주)테라젠이텍스,흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600091,ET1,-,원형,하양,-,-,-,9.26,9.26,3.78,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20160212,서방성필름코팅정,-,-,-,-,-,-,20241029,1348545665,TamsminTab.,698503410,8806985034106|8806985034113|8806985034120
201701750,레어스트츄정4밀리그램(몬테루카스트나트륨),20050014,(주)휴비스트제약,양면이볼록한타원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769488642900016,마크,M4,타원형,분홍,-,-,-,11.1,7.9,3.9,20170627,1490,기타의알레르기용약,전문의약품,20170410,추어블정(저작정),HU|1-U|I-U|∩-I|∩-1,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170,-,r0520,-,20170629,3188100991,LairstchewTab.4mg,-,8806288010401|8806288010418
201701749,레어스트츄정5밀리그램(몬테루카스트나트륨),20050014,(주)휴비스트제약,양면이볼록한원형의씹어먹는분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152769488642900022,마크,M5,원형,분홍,-,-,-,9.6,9.6,4.5,20170627,1490,기타의알레르기용약,전문의약품,20170410,추어블정(저작정),HU|1-U|I-U|∩-I|∩-1,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000170,-,r0520,-,20170629,3188100991,LairstchewTab.5mg,-,8806288010302|8806288010319
201700802,람노스캡슐500밀리그램(락토바실루스카제이변종람노수스),19700009,한화제약(주),크림색가루가들어있는상-흰색|하-담청색의불투명경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600115,HanwhaLCR5,-,장방형,하양,파랑,-,-,23.3,7.1,7.5,20170627,2370,정장제,일반의약품,20170214,경질캡슐제|산제,-,-,-,-,-,-,20210711,1358104771,RamnosCap.500mg,-,8806516022305|8806516022312|8806516022329|8806516022336
201603894,솔리카정5mg(솔리페나신숙신산염),19700009,한화제약(주),밝은노란색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PjGDC-Ssn4,S,1,원형,노랑,-,-,-,6.61,6.61,3.63,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20160624,필름코팅정,-,-,-,-,-,-,-,1358104771,SolicaTab.5mg,-,8806516020905|8806516020912
201603893,솔리카정10mg(솔리페나신숙신산염),19700009,한화제약(주),밝은분홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1PjGDC-SsmW,S,2,원형,분홍,-,-,-,7.14,7.14,4,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20160624,필름코팅정,-,-,-,-,-,-,-,1358104771,SolicaTab.10mg,-,8806516020806|8806516020813
201701529,트리도파정150/37.5/200밀리그램,19860002,제일약품(주),적갈색의둥근타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600139,LEC150,JI,타원형,분홍,-,-,-,14.6,9.51,6.53,20170627,1190,기타의중추신경용약,전문의약품,20170330,필름코팅정,-,-,-,-,-,-,20191024,2428500620,TridopaTab.150/37.5/200mg,645404920,8806454049204|8806454049211|8806454049228
201701530,트리도파정200/50/200밀리그램,19860002,제일약품(주),진한적갈색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600145,LEC200,JI,타원형,갈색,-,-,-,17.32,8.13,7.51,20170627,1190,기타의중추신경용약,전문의약품,20170330,필름코팅정,-,-,-,-,-,-,20191024,2428500620,TridopaTab.200/50/200mg,645404910,8806454049105|8806454049112|8806454049129
201500976,유로테라정5밀리그램(솔리페나신숙신산염),19560008,(주)메디카코리아,밝은노란색원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149918282910300048,MK,SF,원형,노랑,-,-,-,6.59,6.59,3.56,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20150225,필름코팅정,-,-,-,-,-,-,20240731,1208165228,UroteraTab.5mg,646003930,8806460039305|8806460039312|8806460039329|8806460039336
201500977,유로테라정10밀리그램(솔리페나신숙신산염),19560008,(주)메디카코리아,밝은분홍색원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149918282910300054,MK,10,원형,분홍,-,-,-,7.07,7.07,3.8,20170627,2590,기타의비뇨생식기관및항문용약,전문의약품,20150225,필름코팅정,-,-,-,-,-,-,20240731,1208165228,UroteraTab.10mg,646003920,8806460039206|8806460039213|8806460039220|8806460039237
201107630,에이노즈연질캡슐,19840009,(주)알피바이오,미황색(연노랑)내지주황색의투명한내용물을함유한주황색의투명한장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CTgd,A노즈,-,장방형,주황|투명,-,-,-,19.8,9.5,9.5,20170628,1140,해열.진통.소염제,일반의약품,20111004,연질캡슐제|액상,-,-,-,-,-,-,-,3048511124,A-NoseSoftCap.,-,8806616036707|8806616036714|8806616036721
201405043,솔신정10밀리그램(솔리페나신숙신산염),19560005,아주약품(주),밝은분홍색원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149917757734900083,ΛJ,Λ10,원형,분홍,-,-,-,7.11,7.11,3.95,20170629,2590,기타의비뇨생식기관및항문용약,전문의약품,20141030,필름코팅정,-,-,-,-,-,-,20250514,8028803696,SOLCINTAB10MG,-,8806540045707|8806540045714
201405464,솔신정5밀리그램(솔리페나신숙신산염),19560005,아주약품(주),밝은노란색원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149917757734900089,ΛJ,Λ5,원형,노랑,-,-,-,6.62,6.62,3.59,20170629,2590,기타의비뇨생식기관및항문용약,전문의약품,20141124,필름코팅정,-,-,-,-,-,-,20250514,8028803696,SOLCINTAB5MG,654004580,8806540045806|8806540045813
201702073,몬테스탈정10밀리그램(몬테루카스트나트륨),20020020,(주)휴온스생명과학,모서리가둥근사각형모양의베이지색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149917757734900119,마크,M10,사각형,주황,-,-,-,8.07,8.07,3.71,20170629,1490,기타의알레르기용약,전문의약품,20170424,필름코팅정,CG,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938669511100057,-,r0549,-,20170629,8488100323,Montestaltab.10mg(monteleukast),52701120,8800527011204|8800527011211
201700405,디세든플러스정,20141181,(주)이든파마,엷은주황색의타원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149917757734900167,EDP,35,타원형,주황,-,-,-,11.8,5.8,4.2,20170629,3990,따로분류되지않는대사성의약품,전문의약품,20170123,필름코팅정,-,-,-,-,-,-,20170415,2648120986,-,628900800,8806289008001|8806289008018
201604148,솔리테어정10mg(솔리페나신숙신산염),19680005,삼익제약(주),연분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149918282910300084,S10,마크,원형,분홍,-,-,-,9.2,9.2,4.11,20170629,2590,기타의비뇨생식기관및항문용약,전문의약품,20160704,필름코팅정,-,111|III|三|≡|삼,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700130,-,r0440,20191002,1228113217,SolitearTab.10mg,644003750,8806440037505|8806440037512
201604147,솔리테어정5mg(솔리페나신숙신산염),19680005,삼익제약(주),연분홍색원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149918282910300090,S5,마크,원형,분홍,-,-,-,7.66,7.66,3.2,20170629,2590,기타의비뇨생식기관및항문용약,전문의약품,20160704,필름코팅정,-,111|III|三|≡|삼,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700130,-,r0440,20191002,1228113217,SolitearTab.5mg,644003760,8806440037604|8806440037611
201706737,칼브록정5밀리그램(암로디핀베실산염),19900019,유니메드제약(주),흰색의팔각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150980737531600064,Cb분할선5,마크,팔각형,하양,-,-,-,8.72,6.27,2.86,20171027,2140,혈압강하제,전문의약품,20170822,나정,-,UNi|LNi|!N7|!N∩|U-Ii,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000176,-,r0522,20240830,3128109048,CalblockTab.5mg,649507480,8806495074807|8806495074814|8806495074821
201607398,리필펜캡슐160밀리그램(미세화페노피브레이트),19540008,(주)대웅제약,백색의구형미세과립이충진된상부불투명주황색|하부투명한경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150980737531600076,160Lipilfen,-,장방형,주황,투명,-,-,18,6,6.5,20171027,2180,동맥경화용제,전문의약품,20161230,경질캡슐제|과립제,-,-,-,-,-,-,20190511,1248601143,LIPILFENCapsule160mg,641606320,8806416063200|8806416063217|8806416063224
201706376,뉴리카캡슐300밀리그램(프레가발린),19540001,동아에스티(주),흰색또는연한노란색의가루가든상부적갈색|하부흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150980737531600088,DANRCF,-,장방형,갈색,하양,-,-,21.5,7.07,7.38,20171027,1190,기타의중추신경용약,전문의약품,20170731,경질캡슐제|산제,-,-,-,-,-,-,20250318,2048640122,Newricacapsule300mg(Pregabalin),642507450,8806425074501|8806425074518|8806425074525
201602544,비오메틱스캡슐(바실루스리케니포르미스균),19640018,구주제약(주),흰색의분말이든상부하부미황색의캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1yzJ,GUJUBIO,-,장방형,노랑,노랑,-,-,18.9,6.33,6.72,20171027,2370,정장제,일반의약품,20160509,경질캡슐제|산제,-,-,-,-,-,-,20210824,1248136268,BiometixCap.,669804740,8806698047400|8806698047417|8806698047424|8806698047431
201702728,쎄클래신정500밀리그램(클래리트로마이신),19700002,진양제약(주),황색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150919795992900054,SC,500,장방형,노랑,-,-,-,19.47,8.93,6.83,20171027,6190,기타의항생물질제제(복합항생물질제제를포함),전문의약품,20170530,필름코팅정,-,-,-,-,-,-,-,2148110673,-,-,8806503036605|8806503036612|8806503036629
201706679,티로칸정(티로프라미드염산염),19870008,(주)경보제약,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150980737531600166,Kb,T,원형,하양,-,-,-,8.1,8.1,3.4,20171027,1240,진경제,전문의약품,20170821,필름코팅정,-,-,-,-,-,-,20181026,3128104567,TirocanTab.,665002330,8806650023305|8806650023312|8806650023329
201706895,레날도캡슐25mg(레날리도마이드),20160930,광동제약(주),흰색또는거의흰색의가루가들어있는상하부불투명흰색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150980737531600178,L9NL25,-,장방형,하양,하양,-,-,21.45,6.96,7.49,20171027,4210,항악성종양제,전문의약품,20170831,경질캡슐제|산제,-,-,-,-,-,-,20250117,1138108888,LenaldoCap.25mg,641806400,8806418064007|8806418064014
201706897,레날도캡슐15mg(레날리도마이드),20160930,광동제약(주),흰색또는거의흰색의가루가들어있는상부불투명파란색|하부불투명흰색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150981004028600004,L9NL15,-,장방형,파랑,하양,-,-,21.2,7.04,7.36,20171027,4210,항악성종양제,전문의약품,20170831,경질캡슐제|산제,-,-,-,-,-,-,20250117,1138108888,LenaldoCap.15mg,641806410,8806418064106|8806418064113
201706898,레날도캡슐10mg(레날리도마이드),20160930,광동제약(주),흰색또는거의흰색의가루가들어있는상부불투명초록색|하부불투명노란색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154599005608000026,L9NL10,-,장방형,초록,노랑,-,-,21.2,7.04,7.36,20171027,4210,항악성종양제,전문의약품,20170831,경질캡슐제|산제,-,-,-,-,-,-,20250117,1138108888,LenaldoCap.10mg,641806390,8806418063901|8806418063918
201706893,레날도캡슐5mg(레날리도마이드),20160930,광동제약(주),흰색또는거의흰색의가루가들어있는상하부불투명흰색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150981004028600016,L9NL5,-,장방형,하양,하양,-,-,17.8,5.71,6.06,20171027,4210,항악성종양제,전문의약품,20170831,경질캡슐제|산제,-,-,-,-,-,-,20250117,1138108888,LenaldoCap.5mg,641806380,8806418063802|8806418063819
200001205,그린미캡슐,19550008,정우신약(주),녹색의분말이충진된상-하초록색의캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150981004028600040,JWGRM,-,장방형,초록,초록,-,-,21.44,6.88,7.43,20171027,3990,따로분류되지않는대사성의약품,일반의약품,20000515,경질캡슐제|산제,-,-,-,-,-,-,20180121,1048158517,GreenmeCap.,-,8806452002003|8806452002010|8806452002027|8806638028605|8806638028612|8806942042700|8806942042717
201707276,베포텐정10밀리그램(베포타스틴베실산염),19650002,코오롱제약(주),흰색의분할선이있는필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151525327782000148,K분할선L,B,원형,하양,-,-,-,7.09,7.09,2.92,20180104,1410,항히스타민제,전문의약품,20170928,필름코팅정,-,-,-,-,-,-,20220221,3068507363,BepotenTab.10mg(BepotastineBesilate),670304180,8806703041805|8806703041812|8806703041829
