품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,사업자번호,품목영문명,보험코드,표준코드
200808877,페라트라정2.5밀리그램(레트로졸),19560004,(주)유한양행,어두운황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300107,YH,LT,원형,노랑,-,-,-,6.1,6.1,3.5,20100429,4210,항악성종양제,전문의약품,20080820,필름코팅정,-,-,-,-,-,-,-,1188100601,-,-,8806421038804|8806421038811|8806421038828
200808948,졸뎀속붕정(졸피뎀타르타르산염),20080422,보령제약(주),흰색의원형구강붕해정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300128,-,-,원형,하양,-,-,-,9,9,4,20100701,1120,최면진정제,전문의약품,20080825,정제,-,-,-,-,-,-,-,1348502031,-,-,8806419054205|8806419054212|8806419054229
200809076,가스프렌정(모사프리드시트르산염이수화물),19760002,경동제약(주),분할선을가진흰색의장방형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1kUg,KD,분할선,장방형,하양,-,-,-,9.1,4.5,3.4,20100914,2390,기타의소화기관용약,전문의약품,20080828,필름코팅정,-,-,-,-,-,-,20211223,1248135518,GasprenTab,648102540,8806481025400|8806481025417|8806481025424|8806481025431|8806481025448
200809361,바르탄정(발사르탄),19870002,(주)휴온스,엷은적색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300155,V분할선T,HS8,원형,분홍,-,-,-,6.5,6.5,1.8,20120724,2140,혈압강하제,전문의약품,20080908,필름코팅정,-,-,-,-,-,-,-,8638700270,-,-,8806706056509|8806706056516|8806706056523
200809402,리피논정80밀리그램(아토르바스타틴칼슘삼수화물),19540001,동아에스티(주),이약은흰색의타원형필름코팅정이다.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300161,LPT,80,타원형,하양,-,-,-,19.55,10.5,7.06,20160824,2180,동맥경화용제,전문의약품,20080910,필름코팅정,-,-,-,-,-,-,20260303,2048640122,Lipinontablet80mg(Atorvastatincalciumtrihydrate),642506260,8806425062607|8806425062614|8806425062621|8806425062638
200809710,사르발탄정160밀리그램(발사르탄),19680007,(주)서울제약,회색빛을띠는오렌지색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/153432591328100009,SPC,V분할선16,타원형,주황,-,-,-,14.19,6.13,5.2,20110701,2140,혈압강하제,전문의약품,20080919,필름코팅정,-,-,-,-,-,-,20260212,1338130405,SarvaltanTab.160mg,652902340,8806529023405|8806529023412|8806529023429
200809882,가스베트정5밀리그램(모사프리드시트르산염수화물),19540006,일동제약(주),흰색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pc8bb3CK5P,ID·5,분할선,장방형,하양,-,-,-,9,4.6,3.2,20101223,2390,기타의소화기관용약,전문의약품,20080926,필름코팅정,-,-,-,-,-,-,-,6828500435,GasbetTab.5mg(Mosapridecitratehydrate),-,8806429039001|8806429039018|8806429039025|8806429039032|8806429039049
200809883,아푸르탄정150밀리그램(이르베사르탄),19540001,동아에스티(주),흰색또는거의흰색의양쪽이볼록한타원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426403087300198,AT,150,타원형,하양,-,-,-,12.4,6.4,4.95,20110627,2140,혈압강하제,전문의약품,20080926,필름코팅정,-,-,-,-,-,-,-,2048640122,-,-,8806425063703|8806425063710|8806425063727|8806425063734
200809909,발사르텔정80밀리그램(발사르탄),20020017,주식회사제뉴원사이언스,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1my-,V분할선8,KK,원형,분홍,-,-,-,8.2,8.2,3.6,20120213,2140,혈압강하제,전문의약품,20080929,필름코팅정,-,-,-,-,-,-,20260212,6218542600,ValsartelTab.80mg,671702870,8806717028700|8806717028717|8806717028724|8806717028731
200809910,발사르텔정160밀리그램(발사르탄),20020017,주식회사제뉴원사이언스,회색빛을띠는오렌지색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_Kd2y,V분할선16,KK,타원형,주황,-,-,-,14,5.5,4,20120213,2140,혈압강하제,전문의약품,20080929,필름코팅정,-,-,-,-,-,-,20260212,6218542600,ValsartelTab.160mg,671702810,8806717028106|8806717028113|8806717028120|8806717028137
200809959,동광모니플루메이트정350mg,19560001,동광제약(주),크림색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs6zx,DPC,MNF,타원형,하양,-,-,-,14.5,5.5,3,20121213,1140,해열.진통.소염제,전문의약품,20080929,나정,-,-,-,-,-,-,-,2018644250,DongkwangMorniflumateTab.350mg,-,8806459040503|8806459040510|8806459040527
200810125,에스시탈정5밀리그램(에스시탈로프람옥살산염),19650001,(주)종근당,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700016,CKD,ES5,원형,하양,-,-,-,6.13,6.13,2.63,20100128,1170,정신신경용제,전문의약품,20081002,필름코팅정,-,-,-,-,-,-,20240213,3128560679,EscitalTab.5mg,643305000,8806433050009|8806433050016|8806433050023|8806433050030
200810314,발산정80밀리그램(발사르탄),19900019,유니메드제약(주),엷은적색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1m5Y,V분할선A,UM,원형,분홍,-,-,-,8,8,2,20111102,2140,혈압강하제,전문의약품,20081010,필름코팅정,-,-,-,-,-,-,20260212,3128109048,ValsanTab.80mg,649505260,8806495052607|8806495052614|8806495052621|8806495052638|8806495052645
200810338,가스리드정5mg(모사프리드시트르산염수화물),19560004,(주)유한양행,분할선을가진흰색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700025,YH,G분할선5,장방형,하양,-,-,-,9.1,4.6,3.1,20110223,2390,기타의소화기관용약,전문의약품,20081010,필름코팅정,-,-,-,-,-,-,-,1188100601,GasridTablet5mg,642103680,8806421036800|8806421036817|8806421036824|8806421036831
200810473,엑스반정80밀리그램(발사르탄),19560011,삼진제약(주),분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1ncp,SJ,V분할선8,원형,분홍,-,-,-,8.14,8.14,3.57,20120618,2140,혈압강하제,전문의약품,20081017,필름코팅정,-,-,-,-,-,-,20260212,1248531621,ExvanTab.80mg,647802940,8806478029404|8806478029411
200810509,뉴멘타민서방캡슐8밀리그램(갈란타민브롬화수소산염),19720014,고려제약(주),흰색내지거의흰색의서방코팅된펠렛이들어있는불투명한상·하흰색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700079,KDCNTC8,-,장방형,하양,하양,-,-,14,4,4,20091105,1190,기타의중추신경용약,전문의약품,20081020,스팬슐,-,-,-,-,-,-,20230628,1268104796,NewmentamineEXCap.8mg,642802140,8806428021403|8806428021410|8806428021427|8806428021434
200810522,발트렙정160밀리그램(발사르탄),19760002,경동제약(주),회색빛을띠는오렌지색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700046,KD분할선VT,160,타원형,주황,-,-,-,15,6.35,4.35,20110316,2140,혈압강하제,전문의약품,20081020,필름코팅정,-,-,-,-,-,-,20260212,1248135518,valtreptab.160mg,648102940,8806481029408|8806481029415|8806481029422
200810789,수로신디정(탐스로신염산염),19570001,(주)에스트라,흰색의원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700049,PAC,-,원형,하양,-,-,-,9,9,3.5,20100219,2590,기타의비뇨생식기관및항문용약,전문의약품,20081103,서방정,-,-,-,-,-,-,-,1068138502,-,-,8806521051604|8806521051611|8806521051628|8806700015106|8806700015113|8806700015120|8806700015137|8806700015144|8806700015151
200810870,로수로드정10밀리그램(로수바스타틴칼슘),19650001,(주)종근당,분홍색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706768099900035,CKDRSD10,-,원형,분홍,-,-,-,7,7,3,20090724,2180,동맥경화용제,전문의약품,20081107,필름코팅정,-,-,-,-,-,-,20250626,3128560679,RosulordTab.10mg,643305080,8806433050801|8806433050818|8806433050825|8806433050832
200811004,슈니펜정(모니플루메이트),19580004,안국약품(주),크림색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs5Bi,AG,MNF,장방형,하양,-,-,-,14.2,7.2,5.2,20100823,1140,해열.진통.소염제,전문의약품,20081114,나정,-,-,-,-,-,-,-,1188104188,SCHUNIFENTab.,-,8806502034800|8806502034817|8806502034824|8806502034831
200811104,디오살탄정160밀리그램(발사르탄),19560004,(주)유한양행,회색빛을띠는오렌지색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298782012500025,Y분할선H,160,타원형,노랑,-,-,-,14.4,5.6,5,20111024,2140,혈압강하제,전문의약품,20081120,필름코팅정,-,-,-,-,-,-,20260212,1188100601,DiosartanTablet160mg,642104020,8806421040203|8806421040210|8806421040227|8806421040234
200811105,디오살탄정80밀리그램(발사르탄),19560004,(주)유한양행,엷은적색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298782012500031,Y분할선H,80,원형,분홍,-,-,-,8.1,8.1,3.4,20111024,2140,혈압강하제,전문의약품,20081120,필름코팅정,-,-,-,-,-,-,20260212,1188100601,DiosartanTablet80mg,642104030,8806421040302|8806421040319|8806421040326|8806421040333
200811403,칸데사르정8밀리그램(칸데사르탄실렉세틸),19590003,(주)한독,양면이볼록한원형의밝은분홍색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344800062,마크분할선C8,-,원형,분홍,-,-,-,7,7,3.2,20091006,2140,혈압강하제,전문의약품,20081204,나정,P|d,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900187,-,r0062,-,-,2208100530,CANDESARTAB.8mg,-,8806521050102|8806521050119|8806521050126|8806700011405|8806700011412|8806700011429|8806700011436
200811619,디로탄정160mg(발사르탄),19550001,이연제약(주),회색빛을띠는오렌지색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700097,R분할선Y,160,타원형,주황,-,-,-,14,5,3,20120313,2140,혈압강하제,전문의약품,20081216,필름코팅정,-,-,-,-,-,-,20260212,3018505394,DirotanTab.160mg,658602540,8806586025404|8806586025411|8806586025428
200811883,인케어정(옥수수불검화정량추출물),19600009,(주)한국비엠아이,주황색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700117,BMI,-,원형,주황,-,-,-,15,15,3,20130128,2310,치과구강용약,일반의약품,20081226,필름코팅정,-,-,-,-,-,-,-,1248636434,-,-,8806515026205|8806548019205|8806548019212|8806548019229|8806548019236
200811971,제이코정,20100618,제이에스제약(주),흰색의장방형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100152,COΛ,분할선,장방형,하양,-,-,-,15,7.45,5.7,20100621,1140,해열.진통.소염제,일반의약품,20081230,필름코팅정,-,-,-,-,-,-,-,4098617454,-,-,8806719005600|8806719005617|8806998001102
200900005,노페인에프정(수출용),20020020,(주)휴온스생명과학,백색의타원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1P2JYwFs5-S,BT분할선NF,-,타원형,하양,-,-,-,19,10,6,20110707,1140,해열.진통.소염제,일반의약품,20090102,나정,-,-,-,-,-,-,-,8488100323,NopainFTab.,-,8806891011307|8806891011314
200900018,깅코탄연질캡슐120밀리그램(은행엽건조엑스),19950015,한국프라임제약(주),암갈색의유상내용물이든녹색의타원형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mky9VD2vUV,깅코탄,-,타원형,초록,-,-,-,14.7,8.5,8.5,20100325,2190,기타의순환계용약,일반의약품,20090102,연질캡슐제|현탁상,-,-,-,-,-,-,20211025,4028524506,GingcotanSoftCap.120mg,-,8806636035704|8806636035711
200900026,리버풀350연질캡슐(밀크시슬열매건조엑스),19560015,신일제약(주),황갈색의유상내용물을함유한암적색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1oZi,SILIV,-,타원형,갈색,-,-,-,19.9,9,9,20121128,3910,간장질환용제,일반의약품,20090102,연질캡슐제|현탁상,-,-,-,-,-,-,20190123,3038113742,Liverful350SoftCap.,-,8806538045504|8806538045511
200900193,모니맥정(모니플루메이트),19710001,맥널티제약(주),크림색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1kS3,MNM,-,장방형,하양,-,-,-,14.2,7.2,5,20100902,1140,해열.진통.소염제,전문의약품,20090106,나정,-,-,-,-,-,-,20240110,2998102136,MonimacTab.,641501190,8806415011905|8806415011912|8806415011929|8806415011936
200900194,모니필정350밀리그램(모니플루메이트),19850002,(주)테라젠이텍스,크림색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1kJr,ETM,-,장방형,하양,-,-,-,14.2,7.2,5.3,20100803,1140,해열.진통.소염제,전문의약품,20090106,나정,-,-,-,-,-,-,20191104,1348545665,MornifilTab.,698500780,8806545028903|8806545028910|8806545028927|8806545028934|8806545028941|8806985007803|8806985007810|8806985007827|8806985007834|8806985007841
200900195,모니메르정(모니플루메이트),19620007,알리코제약(주),크림색의타원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152648520364900007,ALC,MFT,장방형,하양,-,-,-,14.2,7.2,5.2,20110824,1140,해열.진통.소염제,전문의약품,20090106,나정,-,-,-,-,-,-,20221104,1348115033,MonimerTab.,656002990,8806560029909|8806560029916|8806560029923
200900196,모니트정350밀리그램(모니플루메이트),19640011,(주)하원제약,크림색의타원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O1A3H02Ph8,hw19,350,장방형,하양,-,-,-,14.2,7.2,5.2,20100709,1140,해열.진통.소염제,전문의약품,20090106,나정,-,-,-,-,-,-,20220818,1258101840,MonitTab.350mg,651502670,8806515026700|8806515026717|8806515026724
200900242,키비칼츄어블정,19620003,(주)한풍제약,분홍색의씹어먹는원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426407360700190,HF,-,원형,분홍,-,-,-,14.07,14.07,6.37,20100105,3160,혼합비타민제(비타민AD혼합제제를제외),일반의약품,20090106,추어블정(저작정),-,-,-,-,-,-,-,4028532516,-,-,8806581044103|8806581044110
200900378,칸데사르플러스정16/12.5밀리그램,19590003,(주)한독,엷은주황색의장방형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344800074,마크분할선CS,-,장방형,주황,-,-,-,9.6,4.5,3.3,20091006,2140,혈압강하제,전문의약품,20090109,나정,P|d,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900187,-,r0062,-,-,2208100530,-,-,8806521047904|8806521047911|8806521047928|8806700013805|8806700013812|8806700013829|8806700013836
200900605,코프나캡슐,20020020,(주)휴온스생명과학,흰색분말이든상부진한녹색|하부흰색의경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800014,BTOCNA,-,장방형,초록,하양,-,-,20,7,6,20100514,2220,진해거담제,일반의약품,20090113,경질캡슐제|산제,-,-,-,-,-,-,-,8488100323,-,-,8800527009003|8800527009010|8806891011406|8806891011413
200900682,굿스펜연질캡슐(덱시부프로펜),19920004,광동제약(주),[내수용]무색내지미색의투명한액상내용물을함유한투명한장방형연질캡슐[수출용]미황색의투명한유상내용물이든주황색의투명한타원형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYje,KDGP,-,장방형,투명,-,-,-,20,8.8,8.8,20101109,1140,해열.진통.소염제,일반의약품,20090116,연질캡슐제|액상,-,-,-,-,-,-,20260102,1138108888,-,-,8806418038909|8806418038916
200900823,가스파플러스정,19600002,(주)일화,녹색내지연녹색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800050,IHP,G+,원형,연두,-,-,-,9.6,9.6,5.2,20090717,2320,소화성궤양용제,일반의약품,20090128,필름코팅정,-,-,-,-,-,-,-,1328101004,-,-,8806409016404|8806409016411
200900833,마이칼디정,19660002,명문제약(주),황갈색의장방형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800053,MM분할선D,-,장방형,주황,-,-,-,20.6,8.95,7.23,20110228,3210,칼슘제,일반의약품,20090128,필름코팅정,-,-,-,-,-,-,20211227,1248135615,MycalDTab,649804350,8806498043503|8806498043510|8806498043527|8806498043534
200900844,모빅캡슐7.5밀리그램(멜록시캄),20152871,한국베링거인겔하임(주),노란색가루가든상|하밝은초록색캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Opnl07NLZB,Mobic7.5mg,-,장방형,초록,초록,-,-,17.4,5.9,6.1,20041126,1140,해열.진통.소염제,전문의약품,20090128,경질캡슐제|산제,-,-,-,-,-,-,20240913,1068108804,Mobiccapsules7.5mg,653500890,8806535008908|8806535008915|8806535008922
200900845,모빅캡슐15밀리그램(멜록시캄),20152871,한국베링거인겔하임(주),노란색가루가든상부밝은초록색|하부노란색캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oa2BrqwGD-,Mobic15mg,-,장방형,초록,노랑,-,-,17.7,6.4,6.4,20041126,1140,해열.진통.소염제,전문의약품,20090128,경질캡슐제|산제,-,-,-,-,-,-,20240913,1068108804,Mobiccapsules15mg,653500900,8806535009004|8806535009011|8806535009028
200901014,코큐렉스연질캡슐,19840009,(주)알피바이오,황갈색의내용물을함유한암갈색의장방형연질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800062,RPCQR,-,장방형,검정,-,-,-,24.6,8.3,8.3,20090710,3190,기타의비타민제,일반의약품,20090202,연질캡슐제|현탁상,-,-,-,-,-,-,-,3048511124,-,-,8806616026104|8806616026111
200901073,발크로버정500밀리그램(발라시클로비르염산염수화물),19570014,환인제약(주),흰색의양면이볼록한장방형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333342488200040,VAL,W분할선I,장방형,하양,-,-,-,18.35,7.35,6.1,20100126,6290,기타의화학요법제,전문의약품,20090204,필름코팅정,-,-,-,-,-,-,20250630,2158136171,ValcloviorTab.500mg,657202140,8806572021403|8806572021410|8806572021427|8806572021434
200901148,엔에이피정(나프록센나트륨),19890010,한솔신약(주),연한파란색의타원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800080,T21,-,타원형,파랑,-,-,-,15,8,4.75,20100203,1140,해열.진통.소염제,일반의약품,20090209,필름코팅정,-,-,-,-,-,-,20241212,3038114421,NAPTap.,-,8806458015106|8806458015113
200901177,메디헤모연질캡슐,19570006,동화약품(주),갈색의유상내용물을함유한암갈색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000003,D-WMH,-,장방형,갈색,-,-,-,24.61,8.43,8.43,20090715,3220,무기질제제,일반의약품,20090209,연질캡슐제|현탁상,-,-,-,-,-,-,-,1108100102,-,-,8806427044908|8806427044915
200901187,이지에스정(방기황기탕건조엑스),19960024,주식회사제이비케이랩,분홍색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500115,INS,-,원형,자주,-,-,-,10.3,10.3,5.2,20090922,1140,해열.진통.소염제,일반의약품,20090210,필름코팅정,-,-,-,-,-,-,-,2118811653,-,-,8806624052003|8806624052010|8806624052027|8806624052034
200901205,제일아노민정,19860002,제일약품(주),진한갈색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100146,JIΛN,-,장방형,빨강,-,-,-,16,8,5,20100409,3290,기타의자양강장변질제,일반의약품,20090212,필름코팅정,-,-,-,-,-,-,-,2428500620,-,-,8806454025703|8806454025710
200902918,오렉스캡슐,20020020,(주)휴온스생명과학,분홍색분말이들어있는상하부적색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400062,BTOORX,-,장방형,빨강,빨강,-,-,21.4,7,7.3,20091012,1190,기타의중추신경용약,일반의약품,20090422,경질캡슐제|산제,-,-,-,-,-,-,-,8488100323,-,-,8806891021405|8806891021412|8806891021429|8806891021436|8806891021443
200902983,선콜정,19890010,한솔신약(주),연분홍색의장방형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400068,T37,-,장방형,분홍,-,-,-,15,8,2.5,20110121,1140,해열.진통.소염제,일반의약품,20090424,필름코팅정,-,-,-,-,-,-,-,3038114421,-,-,8806458026201|8806458026218
200903022,베리콜노즈정,19570010,삼천당제약(주),장방형의분홍색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400071,분할선,SCD,장방형,분홍,-,-,-,18.5,7.7,5.3,20091026,1140,해열.진통.소염제,일반의약품,20090428,필름코팅정,-,-,-,-,-,-,-,1248104295,-,-,8806512026901|8806512026918
200903023,마그놀정,19550014,(주)제뉴파마,흰색의타원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400074,BPMA,-,타원형,하양,-,-,-,16.2,8.7,5.35,20090825,2380,하제|완장제,일반의약품,20090428,정제|미분류,-,-,-,-,-,-,-,7338802047,-,-,8806566030107|8806566030114|8806566030121|8806980015209|8806980015216|8806980015223
200903040,덴티콤캡슐,19720010,천우신약(주),짙은청록색가루가든상부담청색|하부담청색의경질캡슐제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400077,SNPDTC,-,장방형,파랑,파랑,-,-,18.9,6.27,6.7,20091229,2310,치과구강용약,일반의약품,20090428,캡슐|미분류,-,-,-,-,-,-,-,2148635306,-,-,8806452030204|8806452030211|8806452030228|8806638028704|8806638028711|8806638028728
200903043,리버파워포르테연질캡슐,20060026,아이큐어(주),황갈색의내용물을함유한황녹색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400080,SC200,-,장방형,초록,-,-,-,23,8,8,20100129,3910,간장질환용제,일반의약품,20090428,연질캡슐제|현탁상,-,-,-,-,-,-,20180121,1148199306,LiverPowerForteSoftCap.,-,8806458026706|8806458026713|8806458026720|8806744003305|8806744003312|8806744003329
200903044,본렉스이알캡슐15밀리그램(시클로벤자프린염산염),19710016,(주)새한제약,흰색내지미백색의구형입자가들어있는상·하부밝은주황색의불투명서방성경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Me1jz_9pfx,BonelaxER15mg,-,장방형,주황,주황,-,-,14.2,5.05,5.32,20090615,1220,골격근이완제,전문의약품,20090428,서방성캡슐제|펠렛,-,-,-,-,-,-,20201217,1258103547,BonelaxERcab.15mg(CyclobenzaprineHCl),651300630,8806416030509|8806416030516|8806416030523|8806416030530|8806416030547|8806513006308|8806513006315|8806513006322
200903045,본렉스이알캡슐30밀리그램(시클로벤자프린염산염),19710016,(주)새한제약,흰색내지미백색의구형입자가들어있는상부빨강색|하부진한파랑색의불투명서방성경질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mdm43vUUC-,BonelaxER30mg,-,장방형,빨강,파랑,-,-,14.2,5.05,5.32,20090615,1220,골격근이완제,전문의약품,20090428,서방성캡슐제|펠렛,-,-,-,-,-,-,-,1258103547,-,-,8806416030608|8806416030615|8806416030622|8806416030639|8806416030646|8806513006407|8806513006414|8806513006421
200903055,오메코프정,19590001,(주)에이프로젠바이오로직스,흰색의원형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400089,SCP,OC,원형,하양,-,-,-,11.61,11.61,5.94,20100426,1140,해열.진통.소염제,일반의약품,20090428,필름코팅정,-,-,-,-,-,-,-,2188100518,-,-,8806452046908|8806452046915|8806518050108|8806518050115
200903065,산도스올란자핀정10밀리그램,20161936,삼일제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF873,SZ,10,원형,하양,-,-,-,10.5,10.5,5.4,20101222,1170,정신신경용제,전문의약품,20090428,필름코팅정,-,-,-,-,-,-,20220224,1348500765,SandozOlanzapineFCT10mg,643904000,8806439040004|8806439040011|8806681006902|8806681006919
200903066,올란프레서정10mg(올란자핀),20161462,한국노바티스(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400099,SZ,10,원형,하양,-,-,-,10.5,10.5,5.4,20111130,1170,정신신경용제,전문의약품,20090428,필름코팅정,-,-,-,-,-,-,-,1168105478,-,-,8806536015400|8806536015417
200903067,산도스올란자핀정5밀리그램,20161936,삼일제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF86T,SZ,5,원형,하양,-,-,-,8,8,4,20101222,1170,정신신경용제,전문의약품,20090428,필름코팅정,-,-,-,-,-,-,20220224,1348500765,SandozOlanzapineFCT5mg,643904010,8806439040103|8806439040110|8806681007107|8806681007114
200903078,산도스올란자핀정2.5밀리그램,20161936,삼일제약(주),흰색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeM47xF85t,SZ,2.5,원형,하양,-,-,-,7,7,1,20100823,1170,정신신경용제,전문의약품,20090430,필름코팅정,-,-,-,-,-,-,20220224,1348500765,SandozOlanzapineFCT2.5mg,643904020,8806439040202|8806439040219|8806681007206|8806681007213
200903183,센트룸실버정,20160560,한국화이자제약(주),"이약은회색의타원형필름코팅정으로한쪽면에는왼쪽에“W""|오른쪽에”2“가|다른쪽면에는”SELECT""가각각새겨져있다.",https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwITgp4WIn,SELECT,W분할선2,타원형,회색,-,-,-,19.2,8.6,7.1,20091110,3160,혼합비타민제(비타민AD혼합제제를제외),일반의약품,20090508,필름코팅정,-,-,-,-,-,-,-,2078100406,-,-,8806465005503|8806465005510|8806465005527|8806465005534|8806465005541|8806489021701|8806489021718|8806489021725|8806489021732|8806489021749
200903210,헤파피스연질캡슐,19590001,(주)에이프로젠바이오로직스,황갈색의유상내용물을함유한황녹색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Pvn3im1kzL,CGPHP,-,장방형,연두,-,-,-,23.1,8.7,8.7,20110128,3910,간장질환용제,일반의약품,20090511,연질캡슐제|현탁상,-,-,-,-,-,-,20180121,2188100518,HepapeaceSoftCap.,-,8806452040401|8806452040418|8806452040425|8806518055806|8806518055813
200903217,메펜연질캡슐(메페남산),19890010,한솔신약(주),연한청색내용물을함유한청색의장방형연질캡슐,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400143,메펜,-,장방형,파랑,-,-,-,20,8,8,20091104,1140,해열.진통.소염제,전문의약품,20090511,연질캡슐제|현탁상,-,-,-,-,-,-,-,3038114421,-,-,8806458016004|8806458016011
